m,TagName,
"2016-11-01 00:00:00","javascript","20468"
"2016-11-01 00:00:00","perl","368"
"2016-11-01 00:00:00","php","11913"
"2016-11-01 00:00:00","python","14150"
"2016-11-01 00:00:00","r","3556"
"2016-11-01 00:00:00","ruby","1753"
"2016-11-01 00:00:00","swift","4356"
"2016-12-01 00:00:00","assembly","312"
"2016-12-01 00:00:00","c","2791"
"2016-12-01 00:00:00","c#","10663"
"2016-12-01 00:00:00","c++","5212"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13808"
"2016-12-01 00:00:00","javascript","19755"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11431"
"2016-12-01 00:00:00","python","13009"
"2016-12-01 00:00:00","r","3148"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3922"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2753"
"2017-01-01 00:00:00","c#","11671"
"2017-01-01 00:00:00","c++","5635"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","558"
"2017-01-01 00:00:00","java","14525"
"2017-01-01 00:00:00","javascript","21354"
"2017-01-01 00:00:00","perl","324"
"2017-01-01 00:00:00","php","12563"
"2017-01-01 00:00:00","python","14230"
"2017-01-01 00:00:00","r","3485"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4331"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11464"
"2017-02-01 00:00:00","c++","5154"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14524"
"2017-02-01 00:00:00","javascript","21156"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12441"
"2017-02-01 00:00:00","python","14744"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1620"
"2017-02-01 00:00:00","swift","4046"
"2017-03-01 00:00:00","assembly","370"
"2017-03-01 00:00:00","c","2959"
"2017-03-01 00:00:00","c#","12964"
"2017-03-01 00:00:00","c++","6211"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17266"
"2017-03-01 00:00:00","javascript","23648"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13965"
"2017-03-01 00:00:00","python","17086"
"2017-03-01 00:00:00","r","4601"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4606"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2847"
"2017-04-01 00:00:00","c#","11072"
"2017-04-01 00:00:00","c++","5863"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15886"
"2017-04-01 00:00:00","javascript","21192"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12347"
"2017-04-01 00:00:00","python","15611"
"2017-04-01 00:00:00","r","4258"
"2017-04-01 00:00:00","ruby","1485"
"2017-04-01 00:00:00","swift","3905"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11957"
"2017-05-01 00:00:00","c++","5290"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","582"
"2017-05-01 00:00:00","java","16299"
"2017-05-01 00:00:00","javascript","22343"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12988"
"2017-05-01 00:00:00","python","16148"
"2017-05-01 00:00:00","r","4310"
"2017-05-01 00:00:00","ruby","1517"
"2017-05-01 00:00:00","swift","4087"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c","2341"
"2017-06-01 00:00:00","c#","11280"
"2017-06-01 00:00:00","c++","4667"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14587"
"2017-06-01 00:00:00","javascript","21535"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11689"
"2017-06-01 00:00:00","python","15973"
"2017-06-01 00:00:00","r","4441"
"2017-06-01 00:00:00","ruby","1414"
"2017-06-01 00:00:00","swift","4189"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11185"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14089"
"2017-07-01 00:00:00","javascript","21558"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11704"
"2017-07-01 00:00:00","python","16867"
"2017-07-01 00:00:00","r","4574"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4343"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","c#","10933"
"2017-08-01 00:00:00","c++","4777"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","606"
"2017-08-01 00:00:00","java","13721"
"2017-08-01 00:00:00","javascript","21290"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11587"
"2017-08-01 00:00:00","python","16451"
"2017-08-01 00:00:00","r","4560"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4170"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2095"
"2017-09-01 00:00:00","c#","9851"
"2017-09-01 00:00:00","c++","4457"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","543"
"2017-09-01 00:00:00","java","12724"
"2017-09-01 00:00:00","javascript","18930"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10645"
"2017-09-01 00:00:00","python","15416"
"2017-09-01 00:00:00","r","4218"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","330"
"2017-10-01 00:00:00","c","2771"
"2017-10-01 00:00:00","c#","10202"
"2017-10-01 00:00:00","c++","5208"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13970"
"2017-10-01 00:00:00","javascript","19793"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10773"
"2017-10-01 00:00:00","python","16900"
"2017-10-01 00:00:00","r","4538"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3887"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2944"
"2017-11-01 00:00:00","c#","9764"
"2017-11-01 00:00:00","c++","5024"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14138"
"2017-11-01 00:00:00","javascript","19360"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10542"
"2017-11-01 00:00:00","python","16925"
"2017-11-01 00:00:00","r","4500"
"2017-11-01 00:00:00","ruby","1172"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8573"
"2017-12-01 00:00:00","c++","4450"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11951"
"2017-12-01 00:00:00","javascript","16918"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9083"
"2017-12-01 00:00:00","python","14885"
"2017-12-01 00:00:00","r","3712"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2207"
"2018-01-01 00:00:00","c#","9353"
"2018-01-01 00:00:00","c++","4739"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12318"
"2018-01-01 00:00:00","javascript","18852"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10061"
"2018-01-01 00:00:00","python","16190"
"2018-01-01 00:00:00","r","4196"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3735"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2138"
"2018-02-01 00:00:00","c#","8558"
"2018-02-01 00:00:00","c++","4566"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12002"
"2018-02-01 00:00:00","javascript","17191"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9085"
"2018-02-01 00:00:00","python","16271"
"2018-02-01 00:00:00","r","4499"
"2018-02-01 00:00:00","ruby","1029"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9769"
"2018-03-01 00:00:00","c++","5169"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13527"
"2018-03-01 00:00:00","javascript","19097"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9796"
"2018-03-01 00:00:00","python","17862"
"2018-03-01 00:00:00","r","5097"
"2018-03-01 00:00:00","ruby","1060"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2180"
"2018-04-01 00:00:00","c#","9208"
"2018-04-01 00:00:00","c++","4655"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13446"
"2018-04-01 00:00:00","javascript","17913"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8895"
"2018-04-01 00:00:00","python","16927"
"2018-04-01 00:00:00","r","4726"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3561"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2361"
"2018-05-01 00:00:00","c#","9899"
"2018-05-01 00:00:00","c++","4677"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13433"
"2018-05-01 00:00:00","javascript","18027"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9415"
"2018-05-01 00:00:00","python","17540"
"2018-05-01 00:00:00","r","4726"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","204"
"2018-06-01 00:00:00","c","1829"
"2018-06-01 00:00:00","c#","8765"
"2018-06-01 00:00:00","c++","4084"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","672"
"2018-06-01 00:00:00","java","11756"
"2018-06-01 00:00:00","javascript","17148"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8397"
"2018-06-01 00:00:00","python","16771"
"2018-06-01 00:00:00","r","4477"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3131"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1595"
"2018-07-01 00:00:00","c#","9380"
"2018-07-01 00:00:00","c++","3903"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11712"
"2018-07-01 00:00:00","javascript","17773"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8522"
"2018-07-01 00:00:00","python","17903"
"2018-07-01 00:00:00","r","4401"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3660"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9456"
"2018-08-01 00:00:00","c++","3891"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11275"
"2018-08-01 00:00:00","javascript","17814"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8461"
"2018-08-01 00:00:00","python","17705"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3561"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1828"
"2018-09-01 00:00:00","c#","8339"
"2018-09-01 00:00:00","c++","3731"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10682"
"2018-09-01 00:00:00","javascript","15963"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7642"
"2018-09-01 00:00:00","python","15987"
"2018-09-01 00:00:00","r","3748"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2439"
"2018-10-01 00:00:00","c#","9314"
"2018-10-01 00:00:00","c++","4294"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12464"
"2018-10-01 00:00:00","javascript","17359"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8111"
"2018-10-01 00:00:00","python","18108"
"2018-10-01 00:00:00","r","4348"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2513"
"2018-11-01 00:00:00","c#","8447"
"2018-11-01 00:00:00","c++","4329"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11662"
"2018-11-01 00:00:00","javascript","16135"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7053"
"2018-11-01 00:00:00","python","17976"
"2018-11-01 00:00:00","r","4217"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2973"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2186"
"2018-12-01 00:00:00","c#","7520"
"2018-12-01 00:00:00","c++","3544"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10408"
"2018-12-01 00:00:00","javascript","14224"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6197"
"2018-12-01 00:00:00","python","15689"
"2018-12-01 00:00:00","r","3394"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2274"
"2019-01-01 00:00:00","c#","8722"
"2019-01-01 00:00:00","c++","3897"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10989"
"2019-01-01 00:00:00","javascript","15983"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7141"
"2019-01-01 00:00:00","python","16910"
"2019-01-01 00:00:00","r","3939"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2896"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2047"
"2019-02-01 00:00:00","c#","8321"
"2019-02-01 00:00:00","c++","3720"
"2019-02-01 00:00:00","delphi","191"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10953"
"2019-02-01 00:00:00","javascript","15638"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7245"
"2019-02-01 00:00:00","python","17489"
"2019-02-01 00:00:00","r","4238"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2373"
"2019-03-01 00:00:00","c#","8932"
"2019-03-01 00:00:00","c++","4413"
"2019-03-01 00:00:00","delphi","185"
"2019-03-01 00:00:00","go","720"
"2019-03-01 00:00:00","java","11996"
"2019-03-01 00:00:00","javascript","17282"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7747"
"2019-03-01 00:00:00","python","19850"
"2019-03-01 00:00:00","r","4485"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","swift","2937"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2421"
"2019-04-01 00:00:00","c#","9080"
"2019-04-01 00:00:00","c++","4364"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11126"
"2019-04-01 00:00:00","javascript","16116"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7150"
"2019-04-01 00:00:00","python","19780"
"2019-04-01 00:00:00","r","4592"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3060"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2085"
"2019-05-01 00:00:00","c#","8997"
"2019-05-01 00:00:00","c++","4115"
"2019-05-01 00:00:00","delphi","169"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11038"
"2019-05-01 00:00:00","javascript","16089"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6926"
"2019-05-01 00:00:00","python","18857"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3093"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1722"
"2019-06-01 00:00:00","c#","7575"
"2019-06-01 00:00:00","c++","3631"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9593"
"2019-06-01 00:00:00","javascript","14763"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5984"
"2019-06-01 00:00:00","python","17181"
"2019-06-01 00:00:00","r","3940"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3079"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8415"
"2019-07-01 00:00:00","c++","4253"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10792"
"2019-07-01 00:00:00","javascript","16084"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6630"
"2019-07-01 00:00:00","python","19699"
"2019-07-01 00:00:00","r","4193"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3030"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1543"
"2019-08-01 00:00:00","c#","7684"
"2019-08-01 00:00:00","c++","3277"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9052"
"2019-08-01 00:00:00","javascript","15167"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5808"
"2019-08-01 00:00:00","python","17991"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","777"
"2019-08-01 00:00:00","swift","2526"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1997"
"2019-09-01 00:00:00","c#","7816"
"2019-09-01 00:00:00","c++","3768"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9627"
"2019-09-01 00:00:00","javascript","14817"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5536"
"2019-09-01 00:00:00","python","16838"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2546"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2470"
"2019-10-01 00:00:00","c#","8385"
"2019-10-01 00:00:00","c++","4821"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11161"
"2019-10-01 00:00:00","javascript","15926"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6033"
"2019-10-01 00:00:00","python","20387"
"2019-10-01 00:00:00","r","4376"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3089"
"2019-11-01 00:00:00","assembly","281"
"2019-11-01 00:00:00","c","2501"
"2019-11-01 00:00:00","c#","7996"
"2019-11-01 00:00:00","c++","4711"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","601"
"2019-11-01 00:00:00","java","10274"
"2019-11-01 00:00:00","javascript","15692"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6080"
"2019-11-01 00:00:00","python","20541"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2854"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7183"
"2019-12-01 00:00:00","c++","4182"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8978"
"2019-12-01 00:00:00","javascript","14253"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5219"
"2019-12-01 00:00:00","python","18045"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2650"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2043"
"2020-01-01 00:00:00","c#","7769"
"2020-01-01 00:00:00","c++","4212"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9900"
"2020-01-01 00:00:00","javascript","15966"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5884"
"2020-01-01 00:00:00","python","19905"
"2020-01-01 00:00:00","r","4133"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2888"
"2020-02-01 00:00:00","assembly","269"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7683"
"2020-02-01 00:00:00","c++","4062"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","659"
"2020-02-01 00:00:00","java","10001"
"2020-02-01 00:00:00","javascript","15690"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5649"
"2020-02-01 00:00:00","python","19962"
"2020-02-01 00:00:00","r","4668"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2753"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2474"
"2020-03-01 00:00:00","c#","7762"
"2020-03-01 00:00:00","c++","4627"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11023"
"2020-03-01 00:00:00","javascript","17505"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5654"
"2020-03-01 00:00:00","python","22587"
"2020-03-01 00:00:00","r","5113"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2904"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3240"
"2020-04-01 00:00:00","c#","8558"
"2020-04-01 00:00:00","c++","6185"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","793"
"2020-04-01 00:00:00","java","12559"
"2020-04-01 00:00:00","javascript","20822"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6596"
"2020-04-01 00:00:00","python","27530"
"2020-04-01 00:00:00","r","6168"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3435"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3355"
"2020-05-01 00:00:00","c#","8565"
"2020-05-01 00:00:00","c++","6379"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11970"
"2020-05-01 00:00:00","javascript","21423"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6501"
"2020-05-01 00:00:00","python","29346"
"2020-05-01 00:00:00","r","6007"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3504"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2582"
"2020-06-01 00:00:00","c#","7875"
"2020-06-01 00:00:00","c++","5602"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10783"
"2020-06-01 00:00:00","javascript","19736"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5913"
"2020-06-01 00:00:00","python","27028"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","612"
"2020-06-01 00:00:00","swift","3147"
"2020-07-01 00:00:00","assembly","270"
"2020-07-01 00:00:00","c","2089"
"2020-07-01 00:00:00","c#","7780"
"2020-07-01 00:00:00","c++","5148"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10404"
"2020-07-01 00:00:00","javascript","19808"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5931"
"2020-07-01 00:00:00","python","26210"
"2020-07-01 00:00:00","r","4935"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2979"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1889"
"2020-08-01 00:00:00","c#","7042"
"2020-08-01 00:00:00","c++","4758"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9274"
"2020-08-01 00:00:00","javascript","17964"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4978"
"2020-08-01 00:00:00","python","22953"
"2020-08-01 00:00:00","r","4490"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2143"
"2020-09-01 00:00:00","c#","6435"
"2020-09-01 00:00:00","c++","3907"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8904"
"2020-09-01 00:00:00","javascript","16715"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4757"
"2020-09-01 00:00:00","python","21661"
"2020-09-01 00:00:00","r","4750"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2547"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2362"
"2020-10-01 00:00:00","c#","6171"
"2020-10-01 00:00:00","c++","4310"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8899"
"2020-10-01 00:00:00","javascript","16363"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4565"
"2020-10-01 00:00:00","python","22717"
"2020-10-01 00:00:00","r","5063"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2309"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2686"
"2020-11-01 00:00:00","c#","5964"
"2020-11-01 00:00:00","c++","4301"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8444"
"2020-11-01 00:00:00","javascript","15454"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4603"
"2020-11-01 00:00:00","python","22081"
"2020-11-01 00:00:00","r","4803"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2155"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2634"
